DATA_TYPE,TIS_DATA_REQUEST,SITE_XN_ROUTE,LOC_LEG,DATE,TIME,CLASS,LANE,SPEED,WHEELBASE,HEADWAY,GAP,AXLE,AXLE_GROUPING,RHO,VEHICLE,DIRECTION
IND,208,8196,59474,01/11/2021,04:44:33,15,1,15.4,1.2,6892.1,6892.2,2,1,1.00,CYCLE,S
IND,208,8196,59474,01/11/2021,06:26:18,15,1,26.0,1.1,6105.7,6105.4,2,1,1.00,CYCLE,S
IND,208,8196,59474,01/11/2021,06:26:20,15,1,23.4,1.1,1.5,1.3,2,1,1.00,CYCLE,S
IND,208,8196,59474,01/11/2021,06:27:20,15,1,28.5,1.1,60.3,60.1,2,1,1.00,CYCLE,S
IND,208,8196,59473,01/11/2021,06:36:47,15,0,20.2,1.1,13626.1,13626.1,2,1,1.00,CYCLE,N
IND,208,8196,59474,01/11/2021,06:51:23,15,1,27.2,1.0,1443.1,1443.0,2,1,1.00,CYCLE,S
IND,208,8196,59473,01/11/2021,06:59:38,15,0,20.4,1.1,1371.9,1371.7,2,1,1.00,CYCLE,N
IND,208,8196,59473,01/11/2021,07:03:21,15,0,15.1,1.1,222.7,222.5,2,1,1.00,CYCLE,N
IND,208,8196,59473,01/11/2021,07:08:14,15,0,17.2,1.0,292.4,292.2,2,1,1.00,CYCLE,N
IND,208,8196,59473,01/11/2021,07:16:34,15,0,14.4,1.1,500.1,499.8,2,1,1.00,CYCLE,N
IND,208,8196,59473,01/11/2021,07:30:50,15,0,17.0,1.1,856.2,855.9,2,1,1.00,CYCLE,N
IND,208,8196,59473,01/11/2021,07:30:51,15,0,19.0,1.1,1.4,1.1,2,1,1.00,CYCLE,N
IND,208,8196,59474,01/11/2021,07:33:03,15,1,17.3,1.0,2499.4,2499.3,2,1,1.00,CYCLE,S
IND,208,8196,59473,01/11/2021,07:34:09,15,0,18.3,1.1,198.1,197.9,2,1,1.00,CYCLE,N
IND,208,8196,59474,01/11/2021,07:41:15,15,1,16.4,1.0,492.0,491.7,2,1,1.00,CYCLE,S
IND,208,8196,59473,01/11/2021,07:42:11,15,0,24.0,1.0,481.4,481.2,2,1,1.00,CYCLE,N
IND,208,8196,59473,01/11/2021,07:43:02,15,0,15.9,1.1,51.1,50.9,2,1,1.00,CYCLE,N
IND,208,8196,59473,01/11/2021,07:50:27,15,0,17.3,1.0,445.3,445.0,2,1,1.00,CYCLE,N
